,Name,School,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SOS
1803,Jerry Smith,Louisville,138.0,111.0,23.7,2.9,6.3,0.45399999999999996,1.4,2.4,0.56,1.5,3.9,0.389,1.4,2.0,0.73,0.9,2.2,3.1,1.7,1.3,0.2,1.4,2.1,8.7,8.02
1804,Nolan Smith,Duke,143.0,97.0,26.9,4.7,10.4,0.44799999999999995,3.5,7.3,0.48200000000000004,1.2,3.2,0.368,2.9,3.6,0.8,0.8,2.0,2.8,2.8,1.0,0.1,2.0,1.9,13.4,8.97
1805,Greg Stiemsma,Wisconsin,95.0,7.0,10.0,1.1,2.0,0.545,1.1,2.0,0.5529999999999999,0.0,0.0,0.0,0.5,0.6,0.759,0.7,1.6,2.3,0.8,0.2,1.0,0.7,1.6,2.7,7.63
1806,Julyan Stone,UTEP,138.0,129.0,30.9,1.8,4.3,0.425,1.5,2.9,0.504,0.4,1.4,0.265,1.8,2.9,0.617,0.7,4.8,5.5,5.2,1.5,0.4,1.9,2.3,5.8,2.3
1807,Isaiah Thomas,Washington,105.0,104.0,30.4,5.3,12.4,0.426,3.7,7.6,0.49,1.6,4.8,0.325,4.3,6.0,0.713,0.7,2.8,3.5,4.0,1.2,0.1,2.7,2.0,16.4,7.81
1809,Malcolm Thomas,Louisiana-Monroe,39.0,29.0,26.5,3.8,9.9,0.387,2.6,6.6,0.39,1.3,3.3,0.38,1.8,2.4,0.772,1.4,2.7,4.1,0.7,1.1,0.3,1.7,2.3,10.8,-4.25
1810,Trey Thompkins,Georgia,89.0,81.0,29.5,6.0,12.8,0.469,5.1,10.3,0.496,0.9,2.5,0.35700000000000004,2.8,3.8,0.7290000000000001,2.0,5.8,7.8,1.4,1.0,1.3,2.6,2.2,15.7,6.56
1811,Klay Thompson,Washington State,98.0,96.0,34.4,6.1,14.4,0.424,3.6,8.1,0.45,2.5,6.3,0.39,3.2,3.9,0.8270000000000001,0.9,3.9,4.8,2.6,1.3,0.8,2.9,2.5,17.9,6.32
1812,Mychel Thompson,Pepperdine,128.0,114.0,29.1,3.8,10.7,0.35700000000000004,2.3,6.1,0.38,1.5,4.6,0.326,1.9,2.5,0.76,1.3,3.0,4.3,1.6,1.1,0.6,1.7,2.1,11.0,1.05
1813,Tristan Thompson,North Texas,128.0,99.0,25.5,3.6,8.2,0.439,2.2,4.6,0.47200000000000003,1.4,3.6,0.396,4.1,5.0,0.816,0.6,2.1,2.8,1.3,0.6,0.1,1.7,1.8,12.7,-3.82
1814,Edwin Ubiles,Siena,131.0,121.0,31.5,6.0,12.1,0.49700000000000005,5.2,9.8,0.53,0.8,2.2,0.353,2.0,3.0,0.672,1.2,3.1,4.3,2.1,1.2,0.7,2.1,1.2,14.8,-1.63
1815,Kemba Walker,UConn,111.0,77.0,32.9,5.2,12.2,0.428,4.1,8.7,0.469,1.1,3.5,0.326,4.5,5.8,0.7829999999999999,1.0,3.4,4.4,4.1,1.7,0.3,2.3,1.5,16.1,9.39
1819,Chris Wright,Dayton,123.0,116.0,27.0,4.8,9.8,0.489,4.6,8.9,0.515,0.2,0.9,0.22899999999999998,3.2,4.8,0.662,2.4,4.8,7.2,1.2,0.8,1.3,2.5,2.6,13.0,3.66
1820,Quincy Acy,Baylor,139.0,66.0,25.1,3.6,6.0,0.602,3.6,6.0,0.604,0.0,0.1,0.429,2.5,3.6,0.708,2.2,3.8,6.0,0.6,0.7,1.3,1.5,2.6,9.8,7.2
1822,Harrison Barnes,UNC,75.0,73.0,29.3,5.8,13.6,0.43,4.3,9.1,0.469,1.5,4.4,0.349,3.1,4.3,0.7340000000000001,2.0,3.5,5.5,1.3,0.9,0.4,1.9,1.9,16.3,8.61
1823,Will Barton,Memphis,70.0,59.0,32.9,5.7,12.0,0.47100000000000003,4.6,8.4,0.546,1.1,3.6,0.299,2.7,3.7,0.733,1.7,4.8,6.5,2.9,1.5,0.6,2.3,2.2,15.2,4.2
1824,Aron Baynes,Washington State,122.0,86.0,22.0,3.2,5.9,0.546,3.2,5.9,0.547,0.0,0.0,0.33299999999999996,2.3,3.2,0.698,1.7,3.6,5.4,0.3,0.3,0.8,1.2,2.4,8.7,6.91
1825,Kent Bazemore,Old Dominion,140.0,103.0,26.3,3.7,8.3,0.447,3.0,6.1,0.486,0.7,2.1,0.33399999999999996,2.0,3.5,0.581,1.4,3.2,4.6,2.7,1.8,0.5,2.3,2.2,10.1,0.42
1826,Bradley Beal,Florida,37.0,37.0,34.2,4.7,10.6,0.445,3.0,5.6,0.541,1.7,5.0,0.33899999999999997,3.6,4.7,0.769,1.4,5.4,6.7,2.2,1.4,0.8,2.1,2.1,14.8,7.33
1827,Patrick Beverley,Arkansas,70.0,67.0,34.1,4.1,9.7,0.42,2.1,4.6,0.46299999999999997,2.0,5.2,0.382,2.8,3.9,0.73,1.2,4.4,5.5,2.8,1.5,0.4,2.0,2.3,13.0,7.74
1828,Chris Copeland,Colorado,113.0,42.0,17.0,2.5,5.9,0.431,1.5,3.0,0.49700000000000005,1.0,2.9,0.361,1.4,2.0,0.701,1.2,2.6,3.8,1.0,0.4,0.8,1.2,2.0,7.5,7.06
1829,Jae Crowder,Marquette,72.0,52.0,30.2,5.2,10.6,0.49200000000000005,3.8,6.5,0.581,1.4,4.1,0.35,2.7,4.0,0.6829999999999999,2.1,5.4,7.6,1.8,1.9,0.9,1.0,2.5,14.6,8.0
1830,Jared Cunningham,Cleveland State,33.0,12.0,14.8,1.8,4.9,0.377,1.1,2.6,0.419,0.8,2.3,0.32899999999999996,0.7,1.0,0.75,0.7,1.9,2.6,0.4,0.4,0.4,0.7,2.1,5.2,2.12
1831,Anthony Davis,Austin Peay,124.0,115.0,30.1,4.9,11.6,0.42,3.7,8.0,0.47,1.1,3.6,0.311,2.4,3.3,0.728,1.4,3.0,4.4,2.3,1.6,0.3,2.0,2.2,13.3,-1.59
1832,Andre Drummond,UConn,34.0,30.0,28.4,4.6,8.6,0.5379999999999999,4.6,8.5,0.541,0.0,0.1,0.0,0.8,2.6,0.295,3.4,4.2,7.6,0.4,0.8,2.7,1.5,2.2,10.0,8.07
1833,Kim English,Missouri,141.0,106.0,24.2,3.7,8.7,0.42,2.0,4.4,0.444,1.7,4.3,0.39399999999999996,2.1,2.9,0.727,0.7,2.4,3.0,1.4,1.1,0.2,1.7,1.8,11.1,6.32
1835,Diante Garrett,Iowa State,128.0,99.0,30.9,3.9,9.7,0.40700000000000003,3.2,7.1,0.447,0.8,2.6,0.297,2.0,2.7,0.7290000000000001,0.3,2.5,2.8,4.8,1.2,0.2,2.8,1.6,10.7,6.64
1836,Draymond Green,Michigan State,145.0,66.0,25.0,3.7,8.0,0.467,3.1,6.3,0.496,0.6,1.7,0.361,2.3,3.4,0.687,2.0,5.6,7.6,2.9,1.2,0.8,1.9,2.7,10.5,9.75
1838,Maurice Harkless,St. John's (NY),32.0,32.0,36.1,6.0,13.3,0.452,5.5,10.9,0.506,0.5,2.5,0.215,2.9,4.3,0.6759999999999999,2.8,5.9,8.6,1.5,1.6,1.4,2.5,2.3,15.5,6.98
1839,John Henson,UNC,109.0,82.0,23.8,4.4,8.8,0.49700000000000005,4.3,8.5,0.505,0.0,0.2,0.20800000000000002,1.6,3.2,0.484,2.5,5.7,8.1,1.0,0.6,2.5,1.5,1.5,10.3,9.01
1840,Justin Holiday,Washington,123.0,56.0,19.6,2.0,4.6,0.44299999999999995,1.6,3.3,0.485,0.5,1.4,0.34299999999999997,0.7,1.0,0.736,1.3,2.3,3.6,1.5,0.8,0.5,1.0,1.6,5.3,7.86
1841,John Jenkins,Vanderbilt,98.0,74.0,30.6,5.3,11.2,0.46799999999999997,2.1,4.1,0.521,3.1,7.1,0.43799999999999994,3.3,3.8,0.856,0.4,2.3,2.7,1.1,0.7,0.3,1.3,1.2,16.9,7.59
1843,Darius Johnson-Odom,Marquette,105.0,90.0,30.8,5.3,12.0,0.444,3.2,6.7,0.47600000000000003,2.1,5.2,0.40299999999999997,3.0,4.1,0.722,0.5,2.5,3.1,2.5,0.9,0.2,2.1,2.3,15.7,8.08
1844,DeQuan Jones,Miami (FL),111.0,32.0,14.5,1.8,4.1,0.44,1.7,3.6,0.48,0.1,0.5,0.16899999999999998,0.9,1.4,0.632,0.9,1.8,2.4,0.5,0.5,0.5,1.1,0.9,4.6,7.16
1846,Perry Jones,Baylor,63.0,62.0,32.2,5.5,10.5,0.522,5.3,9.8,0.539,0.2,0.7,0.27899999999999997,2.6,3.8,0.6779999999999999,2.7,4.7,7.4,1.2,0.7,0.7,2.0,2.3,13.7,6.41
1847,Terrence Jones,Kentucky,76.0,69.0,30.4,5.0,10.8,0.467,4.5,9.1,0.493,0.6,1.7,0.32799999999999996,3.4,5.3,0.638,2.5,5.5,8.0,1.5,1.2,1.8,1.8,2.4,14.0,8.42
1848,Kris Joseph,Syracuse,140.0,77.0,26.6,3.5,7.8,0.449,2.7,5.4,0.501,0.8,2.4,0.331,2.7,3.9,0.7020000000000001,1.3,3.2,4.5,1.5,1.3,0.5,1.6,1.6,10.5,8.37
1849,Michael Kidd-Gilchrist,Kentucky,40.0,39.0,31.1,4.0,8.2,0.491,3.7,6.9,0.535,0.3,1.3,0.255,3.6,4.8,0.745,2.6,4.9,7.4,1.9,1.0,0.9,2.2,2.4,11.9,7.93
1850,Doron Lamb,Kentucky,78.0,49.0,29.8,4.3,8.9,0.485,2.5,5.0,0.49200000000000005,1.8,3.9,0.475,2.6,3.2,0.8109999999999999,0.4,1.9,2.3,1.6,0.5,0.1,1.2,2.0,13.1,8.42
1851,Jeremy Lamb,UConn,75.0,74.0,32.1,5.3,11.0,0.48200000000000004,3.8,6.6,0.573,1.6,4.5,0.348,1.9,2.4,0.8059999999999999,1.1,3.6,4.7,1.7,1.0,0.6,1.6,1.6,14.1,9.25
1852,Meyers Leonard,Illinois,65.0,30.0,19.8,3.0,5.4,0.5670000000000001,3.0,5.2,0.585,0.0,0.2,0.083,1.6,2.2,0.7290000000000001,1.3,3.4,4.7,0.7,0.3,1.1,1.4,2.2,7.7,9.55
1853,Damian Lillard,Weber State,104.0,98.0,32.3,5.6,12.6,0.446,3.3,6.5,0.49700000000000005,2.4,6.1,0.39,5.0,5.8,0.867,0.4,3.9,4.3,3.5,1.2,0.2,2.4,2.1,18.6,-2.21
1854,Scott Machado,Iona,132.0,125.0,31.4,4.0,9.3,0.429,3.1,6.6,0.466,0.9,2.7,0.342,3.3,4.4,0.74,0.8,3.1,3.9,6.7,1.4,0.1,3.3,2.4,12.2,-2.07
1855,Kendall Marshall,UNC,73.0,55.0,28.8,2.5,5.6,0.446,1.8,3.8,0.484,0.7,1.8,0.366,1.5,2.2,0.693,0.2,2.2,2.3,8.0,1.1,0.1,2.6,1.5,7.2,8.61
1857,Khris Middleton,Texas A&M,87.0,72.0,26.0,3.9,9.1,0.431,2.9,5.8,0.494,1.1,3.3,0.321,2.4,3.1,0.768,1.5,3.0,4.6,2.0,1.0,0.2,2.0,2.1,11.3,7.42
1858,Darius Miller,Kentucky,152.0,82.0,24.9,2.9,6.5,0.44799999999999995,1.8,3.5,0.509,1.2,3.0,0.379,1.2,1.5,0.815,1.0,2.2,3.2,1.8,0.8,0.7,1.4,2.3,8.2,7.12
1859,Quincy Miller,Baylor,37.0,35.0,24.4,3.7,8.4,0.447,3.1,6.5,0.475,0.6,1.9,0.348,2.5,3.1,0.816,1.5,3.5,4.9,1.4,0.7,0.6,1.8,1.9,10.6,8.03
1861,Kevin Murphy,Tennessee Tech,128.0,109.0,29.0,5.5,12.5,0.44299999999999995,4.0,8.4,0.47600000000000003,1.5,4.0,0.37200000000000005,3.3,4.4,0.7340000000000001,0.8,3.3,4.2,1.9,0.8,0.2,3.0,2.1,15.8,-4.01
1862,Andrew Nicholson,St. Bonaventure,123.0,118.0,29.9,6.6,11.4,0.575,6.3,10.8,0.586,0.2,0.6,0.377,3.7,5.1,0.72,2.2,5.0,7.2,0.7,0.5,2.0,2.4,3.0,17.1,1.35
1863,Miles Plumlee,Duke,135.0,58.0,15.8,1.9,3.5,0.557,1.9,3.5,0.557,0.0,0.0,1.0,0.9,1.5,0.625,1.8,3.0,4.8,0.3,0.5,0.6,1.0,2.3,4.8,8.75
1864,Austin Rivers,Duke,34.0,33.0,33.2,5.1,11.8,0.433,3.4,7.1,0.47700000000000004,1.7,4.7,0.365,3.6,5.4,0.6579999999999999,0.6,2.8,3.4,2.1,1.0,0.0,2.3,2.2,15.5,8.4
1865,Brian Roberts,Dayton,125.0,94.0,31.2,5.2,11.5,0.452,2.9,6.2,0.462,2.3,5.3,0.441,2.9,3.4,0.8490000000000001,0.3,2.6,3.0,2.8,0.5,0.1,2.2,1.6,15.7,2.11
1866,Terrence Ross,Washington,69.0,39.0,24.4,4.6,10.1,0.45299999999999996,2.9,5.5,0.528,1.7,4.6,0.364,1.4,1.8,0.764,1.1,3.5,4.7,1.2,0.9,0.7,1.4,2.4,12.3,6.51
1867,Robert Sacre,Gonzaga,136.0,111.0,21.7,3.0,6.0,0.504,3.0,5.9,0.505,0.0,0.0,0.25,3.3,4.5,0.735,1.8,3.2,5.0,0.7,0.5,1.4,1.6,2.3,9.3,3.36
1868,Mike Scott,Eastern Kentucky,55.0,33.0,22.9,1.9,5.0,0.389,1.5,3.6,0.429,0.4,1.4,0.28600000000000003,1.9,2.8,0.677,1.5,2.1,3.5,2.0,1.3,0.1,1.6,2.9,6.2,-5.05
1869,Henry Sims,Georgetown,121.0,34.0,15.1,1.8,3.7,0.479,1.8,3.6,0.493,0.0,0.1,0.11800000000000001,1.3,2.0,0.654,0.9,2.2,3.2,1.4,0.3,0.8,1.3,1.7,4.9,9.15
1870,Kyle Singler,Duke,148.0,147.0,33.0,5.5,12.7,0.433,3.7,7.7,0.479,1.8,5.0,0.363,3.4,4.3,0.773,2.4,4.4,6.9,2.0,1.1,0.7,2.1,2.6,16.2,8.97
1871,Jared Sullinger,Ohio State,74.0,72.0,31.0,6.1,11.5,0.53,5.8,10.8,0.541,0.3,0.7,0.365,4.9,6.7,0.733,3.3,6.4,9.7,1.2,1.1,0.8,1.8,2.7,17.3,8.73
1872,Jeffery Taylor,Vanderbilt,134.0,133.0,29.3,5.0,10.3,0.483,4.1,7.9,0.52,0.9,2.4,0.358,3.4,4.9,0.693,2.1,3.5,5.6,1.9,1.1,0.4,2.3,2.3,14.2,6.64
1873,Tyshawn Taylor,Kansas,146.0,126.0,27.7,3.8,7.9,0.47700000000000004,3.0,5.7,0.518,0.8,2.2,0.37,2.5,3.5,0.708,0.3,1.9,2.2,3.9,1.2,0.2,2.6,2.1,10.8,8.42
1874,Marquis Teague,Kentucky,40.0,40.0,32.6,3.6,8.8,0.41200000000000003,3.0,6.8,0.43799999999999994,0.7,2.0,0.325,2.1,3.0,0.7140000000000001,0.4,2.1,2.5,4.8,0.9,0.3,2.7,2.3,10.0,7.93
1875,Jarvis Varnado,Mississippi State,141.0,119.0,25.5,3.9,6.6,0.589,3.9,6.6,0.591,0.0,0.0,0.25,2.2,3.6,0.595,2.5,5.3,7.8,0.6,0.5,4.0,1.4,2.4,10.0,5.47
1876,Dion Waiters,Syracuse,71.0,0.0,20.4,3.5,7.7,0.45299999999999996,2.5,4.9,0.513,1.0,2.8,0.348,1.8,2.3,0.753,0.4,1.5,1.9,2.0,1.5,0.2,1.1,1.6,9.7,8.4
1877,Maalik Wayns,Villanova,95.0,56.0,25.9,4.0,9.7,0.41200000000000003,3.0,6.3,0.478,1.0,3.4,0.29100000000000004,3.6,4.2,0.848,0.5,2.2,2.7,3.4,0.9,0.0,2.3,2.3,12.5,7.87
1878,Tony Wroten,Washington,35.0,27.0,30.3,5.7,12.8,0.44299999999999995,5.4,11.2,0.483,0.3,1.6,0.161,4.4,7.5,0.583,2.3,2.7,5.0,3.7,1.9,0.4,3.8,2.7,16.0,5.27
1879,Luke Zeller,Notre Dame,128.0,32.0,13.2,1.5,3.7,0.41700000000000004,0.7,1.4,0.511,0.8,2.3,0.36,0.3,0.5,0.574,0.8,1.7,2.5,0.6,0.2,0.3,0.6,1.6,4.2,6.85
1880,Tyler Zeller,UNC,117.0,75.0,23.0,4.7,8.6,0.5429999999999999,4.7,8.6,0.544,0.0,0.0,0.0,3.5,4.5,0.775,2.7,4.0,6.7,0.6,0.7,1.1,1.4,2.3,12.8,8.85
1883,Anthony Bennett,UNLV,35.0,31.0,27.1,5.8,10.8,0.5329999999999999,4.7,8.1,0.5870000000000001,1.0,2.7,0.375,3.5,5.1,0.701,2.5,5.7,8.1,1.0,0.7,1.2,1.9,2.3,16.1,5.71
1884,Vander Blue,Marquette,106.0,80.0,25.7,3.3,7.7,0.429,2.8,6.0,0.475,0.5,1.8,0.27699999999999997,2.1,3.0,0.7040000000000001,1.0,2.5,3.5,2.0,1.0,0.1,2.0,1.7,9.3,8.2
1885,Lorenzo Brown,NC State,101.0,95.0,32.6,4.1,9.5,0.429,3.4,7.4,0.46399999999999997,0.6,2.1,0.305,2.8,3.8,0.741,0.7,3.5,4.2,5.8,1.7,0.5,3.0,1.9,11.6,6.92
1887,Trey Burke,Michigan,73.0,71.0,35.7,6.0,13.3,0.45,4.2,8.3,0.499,1.8,5.0,0.36700000000000005,3.1,4.0,0.777,0.6,2.7,3.3,5.7,1.3,0.5,2.5,1.7,16.9,9.51
1888,Dwight Buycks,Marquette,68.0,40.0,26.0,2.9,6.4,0.44299999999999995,2.1,4.2,0.486,0.8,2.2,0.36,1.2,1.7,0.687,0.8,2.3,3.0,2.8,1.1,0.0,2.0,1.6,7.7,8.37
1889,Nick Calathes,Florida,72.0,71.0,33.0,5.3,11.6,0.455,3.5,6.8,0.507,1.8,4.8,0.38,3.9,5.4,0.715,1.0,4.3,5.3,6.3,1.8,0.1,3.1,2.0,16.3,4.43
1890,Kentavious Caldwell-Pope,Georgia,64.0,60.0,33.0,5.3,12.7,0.415,3.0,5.9,0.504,2.3,6.9,0.33899999999999997,2.9,3.9,0.752,1.3,4.8,6.1,1.5,1.9,0.4,1.6,2.2,15.8,7.02
1891,Isaiah Canaan,Murray State,132.0,83.0,29.4,4.8,10.7,0.45,2.5,5.2,0.483,2.3,5.5,0.419,3.6,4.5,0.8029999999999999,0.6,2.2,2.8,2.9,1.2,0.1,2.4,1.8,15.5,-3.56
1892,Michael Carter-Williams,Syracuse,66.0,40.0,25.4,2.7,6.8,0.39799999999999996,2.1,4.8,0.43799999999999994,0.6,2.1,0.307,2.2,3.2,0.679,0.9,2.7,3.6,5.2,2.0,0.4,2.3,1.8,8.2,8.29
1893,Dionte Christmas,Temple,130.0,98.0,29.6,5.0,11.8,0.426,2.6,5.0,0.516,2.5,6.8,0.36,3.2,4.2,0.778,1.0,3.4,4.4,2.0,1.2,0.2,2.2,2.2,15.7,3.89
1894,Ian Clark,Belmont,133.0,131.0,28.7,5.1,10.6,0.484,2.6,4.6,0.563,2.6,6.0,0.425,1.6,2.0,0.81,0.5,2.4,2.9,2.2,1.2,0.2,2.1,2.1,14.4,-2.5
1895,Robert Covington,Tennessee State,118.0,111.0,30.0,5.3,11.1,0.47600000000000003,3.7,7.4,0.502,1.5,3.7,0.42200000000000004,2.7,3.4,0.802,2.6,4.8,7.4,1.2,1.5,1.3,2.3,3.0,14.8,-2.86
1896,Allen Crabbe,California,98.0,97.0,34.7,5.4,12.2,0.446,3.3,6.6,0.5,2.1,5.6,0.382,2.7,3.3,0.8190000000000001,0.9,4.8,5.7,2.2,0.9,0.6,1.9,1.7,15.7,7.16
1898,Troy Daniels,VCU,125.0,57.0,16.9,2.4,6.1,0.389,0.4,0.9,0.40399999999999997,2.0,5.2,0.386,0.5,0.7,0.782,0.5,1.6,2.1,0.4,0.6,0.1,0.6,1.3,7.3,2.38
1899,Brandon Davies,BYU,135.0,98.0,24.1,4.5,8.6,0.522,4.5,8.5,0.525,0.0,0.1,0.33299999999999996,3.4,5.1,0.66,1.8,4.4,6.2,1.6,1.0,0.9,2.1,3.0,12.4,3.51
1900,Dewayne Dedmon,USC,51.0,49.0,22.7,3.0,5.8,0.52,3.0,5.7,0.528,0.0,0.1,0.0,1.1,1.7,0.614,2.3,4.0,6.4,0.5,0.9,1.7,1.5,3.1,7.1,7.41
1901,Matthew Dellavedova,Saint Mary's,136.0,132.0,36.4,4.3,10.5,0.415,2.2,4.9,0.456,2.1,5.6,0.37799999999999995,3.4,4.0,0.86,0.8,2.6,3.4,5.6,1.1,0.1,2.5,1.9,14.2,2.06
1902,Gorgui Dieng,Louisville,102.0,81.0,27.3,3.3,6.1,0.545,3.3,6.0,0.546,0.0,0.0,0.33299999999999996,1.7,2.7,0.64,3.0,4.9,7.9,1.2,1.0,2.6,1.6,2.7,8.3,8.78
1903,Shane Edwards,Little Rock,62.0,52.0,22.8,3.2,6.9,0.47200000000000003,2.8,5.4,0.521,0.5,1.5,0.298,2.1,3.2,0.642,1.6,3.0,4.7,1.0,0.8,0.6,1.7,2.5,9.0,-3.99
1904,Carrick Felix,Arizona State,94.0,69.0,27.9,3.6,8.0,0.456,2.6,4.7,0.545,1.1,3.2,0.326,1.9,2.6,0.7040000000000001,1.3,3.5,4.8,1.3,1.0,0.8,1.7,2.4,10.2,5.37
1905,Jamaal Franklin,San Diego State,85.0,54.0,25.9,4.3,10.0,0.426,3.1,6.2,0.504,1.2,3.8,0.302,4.0,5.1,0.78,1.5,5.5,7.0,1.9,1.0,0.6,2.6,2.1,13.7,5.45
1906,Archie Goodwin,Kentucky,33.0,33.0,31.8,4.8,10.8,0.44,4.2,8.9,0.478,0.5,1.9,0.266,4.1,6.4,0.637,1.5,3.2,4.6,2.7,1.1,0.5,3.1,2.9,14.1,5.78
1907,Justin Hamilton,Florida,113.0,73.0,31.2,2.6,5.4,0.489,2.0,3.3,0.589,0.7,2.1,0.331,0.9,1.2,0.7390000000000001,0.8,2.3,2.6,2.7,1.5,0.3,1.5,1.4,6.9,8.03
1908,Elias Harris,Gonzaga,135.0,133.0,28.0,4.9,9.5,0.517,4.4,7.9,0.55,0.6,1.6,0.35600000000000004,3.3,4.6,0.723,2.0,5.3,7.3,1.3,0.9,0.5,1.8,2.1,13.8,3.82
1909,Solomon Hill,Arizona,139.0,129.0,29.0,3.5,7.3,0.48100000000000004,2.7,5.1,0.528,0.8,2.2,0.375,2.5,3.3,0.745,1.8,3.8,5.6,2.2,0.9,0.4,2.1,2.4,10.3,7.05
1910,Scotty Hopson,Tennessee,103.0,98.0,26.8,4.6,10.4,0.444,3.1,6.3,0.502,1.5,4.1,0.354,2.0,3.0,0.6709999999999999,0.8,2.3,3.1,1.3,0.8,0.2,2.1,1.6,12.7,8.06
1911,Robbie Hummel,Purdue,127.0,120.0,30.2,4.6,10.4,0.44299999999999995,2.9,6.0,0.483,1.7,4.4,0.389,3.1,3.7,0.841,1.9,4.9,6.8,2.1,1.0,0.9,1.1,2.4,14.0,7.48
1912,Ryan Kelly,Eastern Illinois,41.0,0.0,16.3,0.7,1.2,0.529,0.7,1.2,0.54,0.0,0.0,0.0,0.4,0.9,0.474,0.7,1.2,1.9,0.4,0.2,0.3,0.6,2.2,1.8,-2.08
1913,Shane Larkin,Miami (FL),68.0,54.0,31.3,3.8,8.6,0.43799999999999994,2.3,4.6,0.491,1.5,4.0,0.375,2.2,2.7,0.8079999999999999,0.5,2.7,3.2,3.6,1.8,0.1,2.1,1.6,11.2,7.03
1914,Alex Len,Maryland,60.0,48.0,24.5,3.8,7.0,0.5379999999999999,3.7,6.8,0.5479999999999999,0.0,0.2,0.111,2.2,3.3,0.6629999999999999,2.4,4.5,7.0,0.8,0.2,2.1,1.6,2.6,9.7,5.32
1916,CJ McCollum,Lehigh,111.0,108.0,32.9,6.9,15.7,0.439,5.0,10.5,0.47,2.0,5.2,0.377,5.5,6.7,0.825,1.5,4.8,6.3,2.7,2.1,0.5,2.4,1.8,21.3,-5.41
1917,Ben McLemore,Kansas,37.0,36.0,32.2,5.4,10.8,0.495,3.4,6.1,0.5529999999999999,2.0,4.7,0.42,3.2,3.7,0.87,1.3,3.9,5.2,2.0,1.0,0.7,2.1,1.9,15.9,7.54
1918,Gal Mekel,Wichita State,62.0,29.0,21.9,2.2,5.7,0.379,1.3,3.0,0.446,0.8,2.7,0.306,1.5,1.9,0.809,0.4,1.7,2.1,2.7,0.4,0.0,2.0,1.5,6.7,4.6
1920,Shabazz Muhammad,UCLA,32.0,30.0,30.8,6.3,14.3,0.44299999999999995,5.1,10.9,0.46299999999999997,1.3,3.3,0.377,4.0,5.6,0.711,2.7,2.5,5.2,0.8,0.7,0.1,1.6,1.7,17.9,7.82
1921,Erik Murphy,Florida,136.0,67.0,18.3,2.9,5.7,0.514,1.9,3.3,0.5720000000000001,1.1,2.4,0.435,0.8,1.1,0.757,1.2,2.6,3.7,0.7,0.4,0.6,1.0,2.2,7.7,7.22
1922,Mike Muscala,Bucknell,133.0,118.0,28.7,5.4,10.8,0.501,5.3,10.3,0.51,0.2,0.5,0.313,4.3,5.2,0.8190000000000001,2.3,6.0,8.2,1.6,0.4,2.0,1.6,2.3,15.3,-3.94
1923,James Nunnally,UCSB,123.0,93.0,29.4,4.5,9.8,0.465,3.0,5.8,0.517,1.5,3.9,0.386,3.1,4.0,0.784,1.0,4.2,5.1,2.0,0.6,0.2,2.2,1.9,13.7,-0.86
1924,Victor Oladipo,Indiana,104.0,75.0,24.6,3.9,7.3,0.5379999999999999,3.4,5.9,0.585,0.5,1.4,0.33799999999999997,2.5,3.5,0.716,2.0,3.2,5.2,1.7,1.5,0.5,2.0,2.4,10.7,7.94
1925,Kelly Olynyk,Gonzaga,101.0,31.0,17.2,3.3,5.6,0.594,3.1,4.9,0.634,0.2,0.7,0.33299999999999996,2.0,2.8,0.7090000000000001,1.5,3.1,4.6,1.1,0.5,0.5,1.4,2.0,8.9,4.0
1927,Mason Plumlee,Duke,141.0,99.0,25.9,3.7,6.5,0.574,3.7,6.4,0.578,0.0,0.1,0.2,2.4,4.0,0.583,2.4,5.4,7.7,1.5,0.8,1.4,2.0,2.5,9.8,8.87
1928,Otto Porter,Georgetown,64.0,38.0,32.5,4.6,9.2,0.498,3.7,6.8,0.55,0.9,2.4,0.355,2.8,3.8,0.7509999999999999,1.9,5.3,7.1,2.1,1.5,0.9,1.3,2.0,12.8,7.64
1929,Phil Pressey,Missouri,99.0,81.0,29.7,3.2,8.2,0.395,2.1,4.9,0.429,1.2,3.3,0.34700000000000003,2.1,2.7,0.757,0.6,2.3,3.0,5.9,2.0,0.1,2.7,2.0,9.7,6.06
1930,Andre Roberson,Colorado,105.0,65.0,28.3,3.6,7.1,0.516,3.2,5.7,0.555,0.5,1.4,0.35,1.9,3.2,0.5820000000000001,2.9,7.0,10.0,1.1,1.6,1.4,1.7,2.6,9.6,6.43
1931,Peyton Siva,Louisville,144.0,113.0,26.2,2.9,6.9,0.41700000000000004,2.2,4.5,0.48200000000000004,0.7,2.4,0.29100000000000004,2.0,2.8,0.737,0.3,2.1,2.4,4.7,1.8,0.1,2.7,2.6,8.4,8.58
1932,Tony Snell,New Mexico,104.0,76.0,24.8,3.0,7.1,0.42100000000000004,1.4,2.9,0.48,1.6,4.2,0.38,1.6,1.9,0.821,0.4,2.0,2.4,2.0,0.5,0.3,1.5,1.2,9.2,4.95
1933,James Southerland,Syracuse,112.0,13.0,18.7,2.9,6.5,0.449,1.5,2.8,0.5529999999999999,1.4,3.7,0.37,0.7,0.9,0.74,0.8,2.5,3.3,0.6,0.9,0.8,0.6,1.5,7.9,8.15
